Elevation,Slope,Rainfall,Ave_temps,Soil_fertility,Soil_type,pH,Pollution_level,Standard_yield
678.26263,9.772014,452.3,12.55,0.56,Sandy,5.274673087,0.179873947,0.597122632
466.29382,15.290185,1354.9,13.4,0.64,Silt,5.894470083,0.035758677,0.679549492
620.0697,17.285624,1109.2,13.95,0.63,Loamy,6.180203832,0.18244956,0.481425383
679.4513,2.9116118,437.6,13.4,0.53,Sandy,5.935760061,0.186831263,0.575240691
616.0327,6.7327037,906.2,13.15,0.58,Loamy,5.171485294,0.589311788,0.555173586
597.6708,23.084604,1437.1,12.55,0.67,Silt,6.39242486,0.01475941,0.447490862
791.59863,16.566767,638.9,12.9,0.59,Sandy,5.874179949,0.045352513,0.636673268
631.57666,9.864847,1292.4,13.35,0.62,Silt,7.03402199,0.843015537,0.38184312
314.16116,4.959965,1615.3,13.25,0.63,Silt,6.851603308,1.62E-06,0.543188946
904.86835,7.691845,825.2,13.7,0.58,Rocky,4.531600747,0.009252184,0.444604418
747.8454,16.993496,1616.8,13.05,0.67,Volcanic,4.014584721,0.131540001,0.677960451
327.49228,3.9380064,1698.5,13.25,0.63,Silt,6.413976061,0.036723563,0.444972156
492.41513,29.356323,1592.9,12.6,0.7,Silt,5.3018618,0.041634075,0.65856394
621.91473,8.411795,793.4,13.3,0.58,Loamy,5.782382343,0.059152206,0.670187813
361.44595,11.934102,1663,14.45,0.65,Silt,7.187883711,0.152046386,0.339935047
883.553,4.704505,1679.3,13.4,0.63,Volcanic,4.546199202,0.121981224,0.713140118
497.57162,11.941176,1345.1,14.15,0.63,Silt,6.415692145,0.063877918,0.570560422
591.5621,12.320392,633.7,12.95,0.58,Loamy,5.124157499,0.226594313,0.657183187
779.7571,9.767875,794.9,12.75,0.58,Sandy,5.44204568,0.286091655,0.597863462
401.7048,36.39574,1808.2,13.55,0.74,Silt,6.950218205,0.039302198,0.492322125
668.6341,12.5736685,440.6,12.35,0.56,Sandy,5.668426093,0.170875594,0.453196152
741.81274,9.1015,1147.3,13.9,0.61,Sandy,5.131960703,0.879690947,0.453194172
646.2929,8.251741,1936.4,13.5,0.66,Volcanic,4.624075534,0.184157112,0.858984024
673.61237,10.174681,1972.5,14.15,0.67,Volcanic,5.346899662,0.267888678,0.818891024
720.2763,18.441677,1942,13.85,0.7,Volcanic,4.630034688,0.145417366,0.525791765
675.4123,2.7223155,857.2,12.25,0.57,Sandy,5.745558704,0.110229064,0.506429112
839.724,9.513002,660.3,12.3,0.57,Rocky,4.500176804,0.236510636,0.515867426
722.1366,16.71714,795.6,14.8,0.6,Sandy,5.399229893,0.346122493,0.577346307
405.97903,28.612423,1749.7,12.65,0.71,Silt,6.479295021,0.040303876,0.52526226
760.5685,5.5622563,548.4,13.6,0.55,Sandy,6.665122619,0.322590715,0.572069334
160.7102,7.740634,1581.1,12.75,0.64,Silt,5.631992757,0.002064443,0.428155887
897.8891,36.51051,782.8,13.05,0.66,Sandy,6.36593029,0.187688251,0.605122439
222.65567,0.8810971,1587,13.8,0.61,Peaty,4.461500326,9.33E-05,0.371340171
267.79776,3.145321,1356.1,11.4,0.6,Peaty,5.274824345,5.24E-08,0.407414949
739.0474,17.702763,1397,13.45,0.65,Volcanic,4.25236118,0.128109927,0.363301389
698.75085,10.388176,1689.3,13.25,0.65,Volcanic,5.315441204,0.100365054,0.547245523
657.79865,5.966681,525.4,13.75,0.55,Sandy,6.488335268,0.119437079,0.537729274
808.33307,0.33568883,1608.2,13.4,0.61,Volcanic,5.376828887,0.290962906,0.457153101
259.9233,2.614156,1416.3,13.55,0.61,Peaty,5.765707401,5.60E-07,0.669251137
752.2101,17.961304,655.9,13.05,0.6,Sandy,6.00760924,0.228810225,0.561856965
616.1787,9.475203,1124.8,14.4,0.61,Loamy,6.215397124,0.935428416,0.278022012
551.7207,26.754393,772.3,13,0.63,Loamy,5.415508452,0.037564574,0.674904312
524.7084,12.695441,1467.1,13.9,0.64,Silt,7.111894446,0.007754643,0.522317896
673.2809,5.2837014,1737,14.6,0.64,Volcanic,4.890229574,0.054708153,0.854402676
766.13586,16.630035,1353.5,13.55,0.65,Volcanic,4.359450551,0.927506564,0.447907169
434.54434,7.2028627,1011.7,13.3,0.59,Loamy,4.836547811,0.804331543,0.448181369
662.8982,18.303444,1477.8,12.15,0.66,Volcanic,4.869434994,0.032553989,0.411863821
665.3068,8.381401,1151.9,12.55,0.61,Sandy,5.719985158,0.074094537,0.436996445
717.6075,7.7360935,1313.7,13.9,0.62,Volcanic,4.85919912,0.512960059,0.3195407
344.50748,7.335662,1454,13.3,0.62,Silt,5.57185087,0.052340337,0.396509951
546.5886,14.253454,583.5,11.3,0.58,Loamy,6.469157954,0.217787245,0.723321787
792.76776,15.039469,733.9,13.75,0.59,Sandy,6.032258973,0.410043169,0.505574247
661.896,37.83779,1319.6,14.25,0.71,Volcanic,5.398599306,0.125048868,0.739726171
702.9737,7.9907837,1231.4,12.25,0.61,Volcanic,5.141134032,0.418583704,0.644798897
787.0904,6.586885,1787.5,12.45,0.65,Volcanic,5.674887515,0.037931884,0.574527734
762.3753,27.640066,1707.8,14.55,0.71,Volcanic,4.932523133,0.152629375,0.792963831
706.6331,11.767432,1138.4,13.5,0.61,Sandy,5.733295166,0.308169493,0.563600994
667.3068,8.299912,433.6,13.25,0.55,Sandy,5.381596565,0.184873493,0.59744862
616.87726,9.545529,771.9,14.55,0.58,Loamy,6.539458397,0.42969744,0.65983982
822.3276,47.439007,587.2,13.85,0.68,Sandy,6.372632054,0.312934651,0.545575466
745.1253,9.559866,543.5,13.25,0.56,Sandy,5.617256668,0.303173217,0.461598
483.6861,11.479601,1867.5,12.45,0.67,Silt,6.09865275,0.067795745,0.554999107
1003.9437,31.183237,884.2,14.35,0.66,Sandy,6.335476811,0.213692261,0.60276669
286.16055,3.3070855,1691.1,13.9,0.63,Silt,6.327072774,0.012769734,0.508210942
863.8275,26.536106,628.8,13.6,0.62,Sandy,4.980845901,0.256414112,0.604675143
563.693,4.417729,1624.6,13.25,0.63,Silt,6.880593537,1.64E-08,0.443922905
740.23035,13.653618,2160,14.3,0.7,Volcanic,5.661172422,0.382967821,0.623291339
781.76935,4.6262174,1112.6,13.75,0.59,Sandy,4.971293975,0.653514045,0.468741588
566.5939,2.2459164,1237.5,11.3,0.59,Peaty,5.824870079,0.563176325,0.363797697
807.4732,8.137842,995,13,0.59,Sandy,6.620001231,0.443312527,0.502119013
596.68976,27.655796,1297.3,11.7,0.68,Silt,5.336307973,0.016194379,0.508256904
770.8729,9.357562,763.6,12.8,0.58,Sandy,5.165911345,0.480049029,0.551480478
280.11966,2.1236546,1339.1,12.45,0.6,Peaty,4.387642009,3.30E-08,0.371273692
503.7561,28.429384,952.4,12,0.65,Loamy,6.075639634,0.912896984,0.47893413
524.927,2.6370242,2010,12.4,0.65,Silt,5.944858203,0.038490138,0.559364328
753.41125,12.724288,1102.2,12.6,0.61,Sandy,6.087687567,0.693650616,0.388323361
891.8641,15.068937,650.4,13.1,0.59,Rocky,4.844718492,0.201287232,0.504164015
832.58813,2.4428296,573.1,11.9,0.54,Sandy,5.260092289,0.275101644,0.624646613
725.24194,12.198813,1476.2,14.35,0.64,Volcanic,3.736930439,0.24412815,0.598805454
611.4797,7.2362785,793.2,12.9,0.57,Loamy,6.060166104,0.228579938,0.615748463
962.22797,66.348976,900.6,13.4,0.77,Sandy,5.502132184,0.017903782,0.423470515
780.3289,5.037458,1760.3,13.85,0.64,Volcanic,5.541497179,0.106569847,0.610336482
387.27988,17.936182,1596.6,12.4,0.67,Silt,6.420581477,0.071805945,0.512367934
744.337,9.719498,2299.3,13.1,0.7,Volcanic,5.303773521,0.228435249,0.705838334
807.03033,2.8885198,2318.4,12.75,0.68,Volcanic,5.591825153,0.349542102,0.550665229
642.2866,6.9011645,983.2,12.95,0.59,Sandy,6.255587997,0.158903892,0.535949882
807.3326,2.9019651,1183,13.55,0.59,Sandy,6.731392068,0.824496246,0.170717278
877.13257,27.86579,835.9,14.2,0.64,Sandy,4.866444043,0.008375653,0.462370203
591.8859,12.312184,1908.7,12.7,0.67,Silt,5.967799882,0.136535189,0.508858519
819.46216,0.9547597,670,14.45,0.55,Sandy,5.085199022,0.245481012,0.604932804
673.04846,4.6786423,1937.3,13.8,0.65,Volcanic,4.189830102,0.122983533,0.796592453
841.85345,11.13453,794.4,12.95,0.59,Rocky,4.524565806,0.012552067,0.505910978
663.87366,20.58776,1512.8,12.5,0.67,Volcanic,5.571794571,0.032017142,0.53374194
424.9747,3.026313,402.8,12.55,0.53,Loamy,5.331059013,0.003346033,0.591119864
751.99036,4.2007804,1311.8,13.6,0.6,Volcanic,5.056364286,0.629487883,0.538502233
354.40182,3.9920022,1826.5,13,0.64,Silt,6.155852174,0.234117463,0.537386873
830.40497,13.681466,1314.4,14.2,0.63,Volcanic,4.394151586,0.056984805,0.639909423
828.80084,1.3338884,1797,12.05,0.63,Volcanic,5.483677268,0.205532838,0.771924004
637.128,7.8146133,552.2,14.05,0.56,Sandy,6.254732226,0.291858485,0.528681774
483.69226,2.2254252,1609.2,13.4,0.62,Silt,6.826982428,0.040480422,0.466458245
713.31793,4.7556705,1566.7,14.8,0.63,Volcanic,4.930893508,5.44E-09,0.425268191
442.10123,5.14039,1360.1,13.6,0.61,Peaty,4.154598179,0.036311867,0.354245479
746.32446,9.826221,1346.9,14.05,0.62,Volcanic,5.514051264,0.028306154,0.536501554
341.0809,6.3056087,1791.6,12.95,0.65,Silt,6.406970996,0.240734795,0.532062732
663.1794,3.3629873,1001.6,13,0.58,Sandy,5.77809836,0.083405713,0.493859002
270.47818,2.7423975,1652.3,13.8,0.63,Silt,7.370440046,0.003587439,0.315976784
817.8994,16.349483,775.9,13.05,0.6,Sandy,6.051772176,0.208503765,0.546225178
332.97168,10.393044,1692.7,13,0.65,Silt,6.754979863,0.026247972,0.552023114
763.6395,3.7412024,674.2,12.05,0.55,Sandy,5.465330483,0.199062411,0.62638127
411.9209,1.4827442,1866.2,12.7,0.64,Silt,5.523919573,0.01925525,0.511264716
744.57043,12.129743,1009.4,12.25,0.61,Sandy,5.855613135,0.154323743,0.506810834
580.27356,6.0390015,756.2,13.65,0.57,Loamy,5.499896717,0.489919587,0.612865715
780.9979,14.433042,591.7,11.6,0.58,Sandy,5.035808505,0.283389328,0.596570848
477.6173,22.357544,1264.9,13.2,0.66,Silt,6.880998664,0.039381084,0.379822192
680.0387,8.429983,1903.7,13.5,0.66,Volcanic,4.680212506,0.212413361,0.495856384
376.0883,11.200407,1774.7,13,0.66,Silt,6.587721697,0.006473168,0.520604891
740.4969,42.022205,2147,13.55,0.78,Volcanic,4.003488779,0.256604035,0.644011776
631.58026,5.806273,525.9,13,0.55,Loamy,6.482767518,0.100277629,0.600312906
769.51416,4.4909444,1376.9,14.25,0.61,Volcanic,5.0400248,0.056846226,0.472348492
627.5908,9.880375,1274.4,13.45,0.62,Silt,7.143433296,0.912209926,0.35953006
462.4821,15.663707,1532.9,14.3,0.66,Silt,5.243775206,0.008150323,0.650036968
653.147,7.292393,1529.9,13.75,0.63,Volcanic,4.180700373,0.042162878,0.340907535
514.3173,16.435242,638.4,12.3,0.59,Loamy,6.29927169,0.198621566,0.668703665
767.642,7.2590175,800.2,13.25,0.58,Sandy,6.224964711,0.289472826,0.52668312
953.9731,32.24399,775.9,13.6,0.65,Sandy,4.515344423,0.220987075,0.407176647
642.36774,8.905738,1293.7,11.65,0.62,Volcanic,5.971244617,0.644525063,0.372372737
442.03998,5.81311,372.6,11.7,0.54,Loamy,5.751145263,0.014405289,0.598933436
393.08252,14.442759,1674.7,13.65,0.66,Silt,6.885599645,0.197166155,0.486252812
432.39032,22.932802,1682.7,12.6,0.69,Silt,5.239971848,0.114060224,0.427548669
687.38434,4.98722,1107.1,11.95,0.59,Sandy,5.287005399,0.206021705,0.546872696
632.80566,7.3318453,1364.5,13.3,0.62,Silt,6.987210239,0.495908186,0.272071783
373.14703,22.085367,1613.2,13.15,0.68,Silt,6.700387609,0.078491786,0.592293611
609.2527,3.783529,873.6,11.9,0.57,Loamy,5.343948586,0.749346839,0.553320737
661.4193,6.7529154,1260,13.95,0.61,Volcanic,4.817565864,0.07317134,0.743050534
482.94696,2.4693687,352.8,12.85,0.53,Loamy,5.41331384,0.020912219,0.655306584
718.63855,28.769203,1102.9,12.95,0.66,Sandy,4.767584893,0.106757584,0.497598962
776.1187,23.022354,1446.3,13.15,0.67,Volcanic,5.594348321,0.856398561,0.307840368
724.333,14.10013,1814.3,12,0.67,Volcanic,4.182404239,0.073815285,0.795200587
828.9181,1.0693756,1414.5,13.05,0.6,Volcanic,5.090060875,0.210996306,0.674212658
658.74805,28.50939,638.7,11.5,0.63,Sandy,5.509418843,0.348018971,0.591009269
758.96265,15.452657,514.4,14.55,0.58,Sandy,5.808503872,0.200268961,0.609963347
827.4604,8.846164,2321.2,12.3,0.69,Volcanic,5.787552131,0.26810798,0.597992888
783.00726,4.300935,2031.7,14.5,0.66,Volcanic,4.507957125,0.300382698,0.72587855
583.9455,5.239395,1084.6,12.9,0.59,Loamy,5.776504875,0.80254742,0.570468918
809.7104,10.333497,1363.7,13.9,0.63,Volcanic,5.384147722,0.03287911,0.681727708
328.88544,6.2095933,1600.6,13,0.63,Silt,5.570135251,1.73E-06,0.423326148
1000.59503,17.5856,880.3,13.5,0.61,Rocky,4.663212207,0.211526724,0.49752308
756.2342,3.1460683,1283.6,12.9,0.6,Volcanic,5.541285447,0.369535785,0.519579776
764.90765,11.875835,1394.8,14,0.63,Volcanic,3.892712703,0.16634102,0.593607048
631.81134,20.989578,1669.2,13.4,0.68,Silt,6.288623956,0.083203303,0.519801591
467.1498,2.060296,1601.6,13.5,0.62,Silt,6.457980024,0.133394138,0.441645906
706.32367,9.432994,1428.4,13.7,0.63,Volcanic,5.111092199,0.539263294,0.620050996
316.45935,33.361362,1704.9,12.95,0.72,Silt,6.850051676,0.032659735,0.497060366
610.61786,20.153938,800.8,12.05,0.62,Loamy,5.622612739,0.25514172,0.649581824
736.4528,10.162993,811.9,12.45,0.58,Sandy,6.158210686,0.316399606,0.52991779
846.6089,2.8069158,1333,13.05,0.6,Volcanic,4.472517989,0.156820805,0.43644161
681.8059,8.82224,1396.7,13.7,0.62,Volcanic,4.467409492,0.284104437,0.370092751
597.1909,7.268602,345.6,13.1,0.54,Loamy,4.895960709,0.298182762,0.588512337
315.20956,1.6326679,1572.4,12.55,0.62,Silt,6.708209481,4.40E-07,0.521413425
720.0914,12.3300905,619.5,12.6,0.58,Sandy,6.405853673,0.301814845,0.525593371
519.6802,4.8123055,1648.4,14.55,0.63,Silt,6.937254697,0.059464554,0.445977443
788.6999,9.122629,1807.7,12.7,0.66,Volcanic,4.178433685,0.044829803,0.761697226
465.10025,6.821444,1081.4,11.85,0.59,Loamy,6.497122326,0.612295427,0.374679983
780.0634,7.9735,1900.4,13.3,0.66,Volcanic,4.094069944,0.173410088,0.736988911
731.78156,3.2632926,684.9,12.95,0.55,Sandy,5.780994591,0.152877665,0.538379884
375.02054,8.436683,1651.5,13,0.64,Silt,7.316432581,7.98E-07,0.456514799
569.0128,8.019713,1091,13.65,0.6,Loamy,6.192288825,0.935371355,0.525957967
702.92505,3.279487,1287.9,12.95,0.6,Volcanic,5.843065435,0.341359022,0.502521529
941.6836,16.71047,834.7,13.95,0.61,Rocky,4.922595717,0.207978022,0.445944494
675.93854,12.832407,1368.4,12.9,0.64,Volcanic,5.08913604,0.852423863,0.535976424
426.75504,7.9796023,338.6,12.5,0.54,Loamy,5.361291112,0.00601525,0.585372129
712.54425,7.0195365,1385.7,13.9,0.62,Volcanic,4.822419366,0.018572354,0.741438676
596.35175,9.05015,422.8,13.6,0.55,Loamy,4.993904271,0.100596224,0.640173725
394.79108,9.778017,1808.5,13.1,0.66,Silt,6.781985465,0.010518672,0.448888533
271.45227,5.7119956,1602,13,0.63,Silt,6.522966367,7.25E-05,0.51831848
432.36273,4.708817,1765.8,14.45,0.64,Silt,5.96441311,0.051520844,0.525662451
905.2977,14.178754,1292.2,14.1,0.63,Volcanic,5.698983052,0.023345477,0.555242465
321.88748,12.26979,1685.4,11.5,0.66,Silt,6.080440839,0.00180969,0.466027648
688.85913,8.119274,1041.4,12.45,0.6,Sandy,5.9399085,0.881401236,0.332464273
649.6336,4.481898,569.5,13.1,0.55,Sandy,5.278335694,0.249148643,0.59962177
636.89996,16.42918,1983.6,14.5,0.69,Silt,5.385930283,0.12363134,0.586793299
682.68744,3.8481333,1250.1,12.6,0.6,Volcanic,5.348698913,0.973703197,0.407145131
654.9772,6.64568,767.1,13.35,0.57,Sandy,5.211463474,0.297940446,0.423485429
782.7019,7.613455,1213.4,14.1,0.61,Volcanic,5.613563015,0.35911487,0.453392127
761.5218,33.747654,645.4,12.65,0.65,Sandy,5.128870441,0.245478981,0.446839509
959.0046,2.5329826,858.6,13.85,0.56,Rocky,5.612091891,0.206592491,0.536942143
583.40765,10.522453,333.9,12.1,0.55,Loamy,5.881256098,0.29590212,0.628369109
638.1376,5.1466956,1588.6,13.6,0.63,Volcanic,5.499770621,0.028422328,0.503814319
544.69916,30.532257,1175.6,12.85,0.68,Loamy,5.176231632,0.121855422,0.508384031
555.0196,2.686301,1296.8,12.55,0.6,Peaty,4.357003111,0.076657051,0.393177203
775.5216,6.07558,1944.6,13.4,0.66,Volcanic,4.251828743,0.221860357,0.74228134
739.273,18.635548,1389.2,16.2,0.65,Volcanic,3.701960241,0.945433006,0.365484632
538.6048,7.3280444,896.3,13.75,0.58,Loamy,5.277671179,0.878939711,0.516389738
764.6248,6.546426,1192.8,14.65,0.6,Sandy,5.753786973,0.065241756,0.400298014
744.1504,9.666439,1949.7,13.95,0.67,Volcanic,5.424692158,0.096260725,0.644933019
490.3129,1.1491944,1084.5,12.8,0.58,Loamy,5.922880334,0.820086614,0.552053007
418.20966,13.307441,1820.4,14.1,0.67,Silt,6.710013578,0.012812736,0.530986039
763.2584,5.950266,732.8,12.85,0.57,Sandy,5.61729638,0.218007666,0.612995367
705.00116,13.544355,2128.3,13.85,0.69,Volcanic,3.742746962,0.223800666,0.63642824
789.1409,25.666662,524.4,13.5,0.61,Sandy,5.46972597,0.171169826,0.473952195
626.04895,21.338226,1285.4,11.95,0.66,Silt,6.303573269,0.020683029,0.596902678
729.6796,3.2927449,2164.5,13.95,0.67,Volcanic,5.971063427,0.377138322,0.613916225
817.409,26.67168,707.2,14.55,0.63,Sandy,6.066284256,0.209889268,0.575187475
793.3164,17.273361,1389.9,12.75,0.65,Volcanic,5.612428616,0.360136833,0.457045747
320.9344,40.234947,1738.1,14.25,0.75,Silt,6.344695477,0.003235969,0.554259378
693.8155,10.410891,1171.1,14.15,0.61,Sandy,5.664260281,0.150420337,0.455779902
595.6888,9.097361,1249.7,14.05,0.61,Peaty,4.846599394,0.184366539,0.43625592
762.7562,9.095326,1553.8,15.3,0.64,Volcanic,5.27569516,0.463420059,0.384065219
742.3523,6.610976,902.8,13.55,0.58,Sandy,6.691785097,0.386686007,0.471895468
784.814,2.3397038,1176,12.3,0.59,Sandy,6.181570875,0.576670628,0.425718228
596.41406,13.836847,270.5,12.95,0.56,Loamy,4.835998987,0.134084986,0.595509557
649.38885,19.729605,1266.8,15.05,0.65,Volcanic,3.727457211,0.840738477,0.267621209
455.45697,10.665989,1883.9,13.3,0.67,Silt,5.549931377,0.009492494,0.61971955
613.1408,15.215608,1037.2,12.35,0.62,Loamy,5.486385658,0.718554229,0.542266276
570.7659,11.527104,2044.5,14.45,0.68,Silt,6.526584071,0.264499464,0.498028524
635.7328,1.3558114,1751.1,13.45,0.63,Silt,5.660379975,0.059052814,0.540193923
595.5408,22.663368,1295.3,12.4,0.66,Silt,5.687813201,0.546636132,0.326812795
871.1677,54.008858,670.8,13.1,0.71,Sandy,4.975889563,0.214373348,0.460628685
592.9307,14.941454,1011.7,13.6,0.61,Loamy,5.132313684,0.766983306,0.40438175
767.5251,27.817389,1770.1,13.6,0.71,Volcanic,5.588518809,0.038769653,0.564053427
621.9618,4.001475,1328.6,13.65,0.6,Peaty,4.448809849,0.494605536,0.486840969
600.24097,16.467655,961.3,12.85,0.62,Loamy,6.171979406,0.32638256,0.644881046
605.1021,4.5762143,664.6,12,0.56,Loamy,4.839049288,0.210041888,0.623012202
639.95557,10.858149,1797.5,12.75,0.66,Volcanic,4.115935892,0.158420054,0.81027044
893.0126,10.168055,1084.1,13.45,0.61,Rocky,5.890710565,0.402599136,0.510922315
341.76846,11.936543,1366,13.45,0.63,Silt,5.945773328,0.015162038,0.622637364
305.27625,5.184567,1638.6,14.05,0.63,Silt,5.829247728,1.15E-06,0.604139619
549.4674,24.241674,295.1,13.1,0.59,Loamy,6.14656592,0.177429531,0.605208191
804.82794,30.503635,553.6,11.7,0.63,Sandy,6.067379281,0.299066695,0.533545489
834.73035,10.311266,709.7,13.65,0.58,Sandy,5.105623505,0.039789397,0.631715348
501.90277,8.744439,1382.3,13.4,0.62,Silt,7.124767921,0.068637742,0.366201794
796.6404,2.089164,1457.7,12.7,0.61,Volcanic,4.432562162,0.092843102,0.390778606
903.34326,31.01391,776.9,14.65,0.65,Sandy,6.494345559,0.208644966,0.605848065
548.0944,16.232883,1585.7,12.6,0.66,Silt,6.38542899,0.072920459,0.555651101
829.30774,4.5211945,1184.9,14.65,0.6,Sandy,6.713957165,0.6519477,0.419235236
730.5263,10.41745,1835.4,15.2,0.66,Volcanic,5.329755184,0.118714034,0.857813043
386.1706,3.6595979,1703.5,12.1,0.63,Silt,7.140499707,0.113443704,0.502547962
297.93814,3.9079847,1712.4,14.25,0.63,Silt,6.170357355,0.000116966,0.585976295
780.2906,20.548805,564.7,15.65,0.6,Sandy,4.97127562,0.302130133,0.46036112
547.29803,5.543092,1984.3,12.9,0.66,Silt,5.996451157,0.041428439,0.660329586
641.2855,14.848023,1198.3,12.5,0.63,Sandy,5.746263094,0.147625453,0.45540342
675.82794,4.2706985,1180.2,13.2,0.59,Sandy,4.900655726,0.054635367,0.501022513
761.6534,56.22305,524.6,13.7,0.71,Sandy,6.113692154,0.303737359,0.561398389
676.31836,21.87388,1365.7,12.75,0.66,Volcanic,5.415299581,0.018150894,0.485222497
455.97614,33.225796,1702.1,11.8,0.72,Silt,6.240651068,0.203969589,0.495912115
794.409,7.0608315,557.3,11.25,0.56,Sandy,5.361621441,0.310970895,0.443939175
589.10754,8.789613,1373.6,12.5,0.62,Silt,5.721196285,0.043521383,0.459569477
828.5038,20.262726,608.2,12.85,0.6,Sandy,5.729371985,0.165041926,0.644229706
555.1503,6.6060023,1990.2,13.55,0.66,Silt,6.667265778,0.037477665,0.539914581
87.68226,23.356722,1518.1,13.7,0.68,Silt,6.638686404,0.015401868,0.54936673
690.00507,3.9856803,1190.9,14.15,0.59,Sandy,5.689942289,0.822305871,0.493018231
592.2369,3.4200792,805.8,13.2,0.56,Loamy,6.453941341,0.458986317,0.64245545
648.8479,0.9648566,393.4,14.55,0.52,Sandy,5.74344487,0.320777826,0.469081455
731.67334,18.271563,622.6,14.1,0.6,Sandy,5.96465181,0.277641907,0.548178152
435.21796,7.0722733,1725.3,12.9,0.64,Silt,6.762209578,0.067654447,0.501076472
672.3293,6.534882,1973.2,13.15,0.66,Volcanic,5.338049507,0.213538418,0.591769803
723.6917,22.641191,478.1,13.5,0.6,Sandy,4.755776875,0.204970517,0.546745468
820.0144,20.448393,1463.7,13.35,0.67,Volcanic,4.301273813,0.054200348,0.65939309
750.9735,12.178827,1472.8,13.8,0.64,Volcanic,4.301870028,0.770080397,0.487152439
807.2767,11.17031,912.6,13.45,0.6,Sandy,5.533634174,0.343694275,0.448798282
542.57446,14.033749,1606.9,13.3,0.66,Silt,5.497671311,0.124690113,0.45711077
860.2152,2.1454637,702.7,13.6,0.55,Rocky,5.554453464,0.093785309,0.582584946
719.4174,28.037895,1611.9,13.9,0.7,Volcanic,5.530938601,0.050658142,0.769320947
652.92755,11.429824,1522.9,14.25,0.64,Volcanic,5.962130629,4.34E-09,0.833030632
613.99976,12.321719,788.6,13.5,0.59,Loamy,5.119307025,0.110601447,0.58649533
221.4898,5.3553166,1624,14.25,0.63,Silt,6.636658646,0.000814262,0.531912444
631.9354,34.52201,436.5,12.35,0.63,Loamy,4.581489179,0.135876597,0.579256404
622.09247,6.813856,950.4,13.1,0.59,Loamy,6.007286837,0.457444076,0.596089765
470.44846,3.2208002,1951.8,12.7,0.65,Silt,6.829829608,0.034916516,0.506721958
707.7125,10.2520485,1175.1,13.65,0.61,Sandy,4.894325252,0.061579535,0.505438024
866.95154,23.659998,783.1,15.1,0.62,Sandy,5.326065102,0.222897807,0.619567085
291.20154,18.665842,1724.7,12.85,0.68,Silt,5.790368297,0.296608335,0.536512855
571.42377,4.668571,466.4,14,0.54,Loamy,6.571983305,0.077950711,0.57479358
323.99997,2.9131708,1329.7,11.55,0.6,Peaty,5.171296736,7.63E-09,0.366159094
588.7227,24.592842,811.8,13.55,0.63,Loamy,5.261996608,0.473526712,0.60099534
521.8564,3.460907,1759.9,12.85,0.64,Silt,6.85685949,0.147888877,0.511793359
640.48096,15.049749,1638,13.1,0.66,Volcanic,5.457449955,0.021451676,0.553521687
242.71156,6.143987,1669.6,12.8,0.64,Silt,6.099397033,0.004283453,0.567633903
457.41757,3.3094182,1524.9,12.5,0.62,Silt,7.134639414,0.043591845,0.582613203
350.71088,3.0799153,1783.6,13.55,0.64,Silt,7.151728978,0.215245221,0.453646213
870.458,23.391306,662.7,13.35,0.61,Rocky,5.166723898,0.270264043,0.49810388
477.96628,5.7890177,1981.6,13.95,0.66,Silt,6.841489482,0.016456365,0.527488372
618.2835,21.573677,357.4,12.55,0.59,Loamy,5.908705594,0.281594594,0.590374035
761.40155,8.833796,1653.9,13.65,0.64,Volcanic,5.369155112,0.065875991,0.774639017
346.83182,45.75827,139.4,12.4,0.64,Loamy,5.125365024,0.03574679,0.526222817
956.7109,2.829997,870,13.15,0.57,Rocky,5.857634584,0.205662172,0.380264836
684.9592,8.203772,752.4,13.95,0.57,Sandy,5.491831566,0.197993862,0.477462926
737.7041,19.889833,643.7,12.25,0.6,Sandy,5.917987879,0.202680672,0.555161966
549.9168,18.576347,449.6,12.9,0.58,Loamy,4.769257939,0.031785205,0.615798585
231.25006,5.846187,1607.7,13.25,0.63,Silt,7.01008523,0.000482339,0.337681504
600.6325,11.631474,760.5,13.3,0.59,Loamy,6.124484776,0.115591964,0.626352905
549.16046,7.8572555,635,11.35,0.56,Loamy,4.805867115,0.029107459,0.637831065
820.2309,1.360472,556.9,12.65,0.54,Sandy,6.37609902,0.23633695,0.552418736
767.4907,8.159635,1895.3,13.85,0.66,Volcanic,4.401252041,0.064194932,0.805544091
747.63495,1.1627357,1139.1,13.75,0.58,Sandy,5.040178079,0.771406637,0.454935628
960.0924,11.593314,794.4,12.85,0.59,Rocky,5.235891898,0.224343711,0.430608844
853.42865,15.014393,1757.8,14.35,0.67,Volcanic,3.91953486,0.219637491,0.647880566
812.17505,14.889947,560.2,13.9,0.58,Sandy,4.952667811,0.305546894,0.583161617
494.76767,2.5108323,1879.7,15.75,0.64,Silt,7.481232163,0.072822135,0.426485584
725.14526,1.0705143,558,12.4,0.54,Sandy,6.586835517,0.255151361,0.509970583
264.03864,19.32477,1519.2,12.45,0.67,Silt,5.412083233,4.61E-05,0.41730031
543.0283,12.48368,594.1,12.7,0.58,Loamy,5.947999435,0.048388932,0.660175717
757.27783,16.886005,705.9,13.4,0.6,Sandy,5.388784973,0.200163676,0.466942704
397.45007,32.134586,1774.8,13.1,0.73,Silt,6.585525933,0.027636395,0.522228067
381.30374,17.33861,1424.7,12.5,0.65,Silt,6.541208556,0.019076701,0.549515787
